1067.7333333333333,RIGHT_HIP,-0.11474305391311646,-0.0020756139419972897,-0.01127655990421772
2102.1,RIGHT_HIP,-0.11701778322458267,-0.002717224881052971,-0.010107507929205894
4004.0000000000005,RIGHT_HIP,-0.11679922789335251,-0.0035474200267344713,-0.00979285966604948
5905.9,RIGHT_HIP,-0.11707290261983871,-0.0024308902211487293,-0.010235519148409367
7807.8,RIGHT_HIP,-0.11738677322864532,-0.002656650962308049,-0.0075648147612810135
9642.966666666667,RIGHT_HIP,-0.11730386316776276,-0.003630074206739664,-0.011648891493678093
10643.966666666667,RIGHT_HIP,-0.11341524869203568,-0.0028716749511659145,-0.011008424684405327
1067.7333333333333,RIGHT_HIP,-0.11474305391311646,-0.0020756139419972897,-0.01127655990421772
2102.1,RIGHT_HIP,-0.11701778322458267,-0.002717224881052971,-0.010107507929205894
4004.0000000000005,RIGHT_HIP,-0.11679922789335251,-0.0035474200267344713,-0.00979285966604948
5905.9,RIGHT_HIP,-0.11707290261983871,-0.0024308902211487293,-0.010235519148409367
7807.8,RIGHT_HIP,-0.11738677322864532,-0.002656650962308049,-0.0075648147612810135
9642.966666666667,RIGHT_HIP,-0.11730386316776276,-0.003630074206739664,-0.011648891493678093
10643.966666666667,RIGHT_HIP,-0.11341524869203568,-0.0028716749511659145,-0.011008424684405327
