landmark,frame_number,x,y,z
RIGHT_KNEE,0,0.6139533519744873,0.7119907140731812,-0.022737456485629
RIGHT_KNEE,1,0.6141770482063293,0.7129012942314148,-0.0095361778512597
RIGHT_KNEE,2,0.6143212914466858,0.7131574749946594,-0.0042536808177828
RIGHT_KNEE,3,0.614345908164978,0.7132217288017273,-0.0074538793414831
RIGHT_KNEE,4,0.6144603490829468,0.7131686210632324,-0.0092454422265291
RIGHT_KNEE,5,0.614456832408905,0.7132880091667175,-0.0101485662162303
RIGHT_KNEE,6,0.6144575476646423,0.7134285569190979,-0.0143251838162541
RIGHT_KNEE,7,0.6145038604736328,0.7134948968887329,-0.0139001971110701
RIGHT_KNEE,8,0.6145144104957581,0.7139214873313904,-0.0161783676594495
RIGHT_KNEE,9,0.6145365834236145,0.7151627540588379,-0.0175309516489505
RIGHT_KNEE,10,0.6146774888038635,0.7159445881843567,-0.0226583834737539
RIGHT_KNEE,11,0.6147964000701904,0.7165856957435608,-0.0213859770447015
RIGHT_KNEE,12,0.6146654486656189,0.7187238335609436,-0.0184917114675045
RIGHT_KNEE,13,0.6143102049827576,0.721274733543396,-0.021848039701581
RIGHT_KNEE,14,0.6136349439620972,0.7235111594200134,-0.0449707135558128
RIGHT_KNEE,15,0.6124656796455383,0.726711630821228,-0.0650618448853492
RIGHT_KNEE,16,0.6111308336257935,0.7301867604255676,-0.0980318263173103
RIGHT_KNEE,17,0.6105587482452393,0.7321087121963501,-0.1604005843400955
RIGHT_KNEE,18,0.6099039912223816,0.7342904806137085,-0.1777007132768631
RIGHT_KNEE,19,0.6092417240142822,0.7362475991249084,-0.1970151364803314
RIGHT_KNEE,20,0.6089329123497009,0.7370176911354065,-0.191448301076889
RIGHT_KNEE,21,0.6089144945144653,0.736181914806366,-0.2076883912086486
RIGHT_KNEE,22,0.6087713837623596,0.735947847366333,-0.2088524401187896
RIGHT_KNEE,23,0.6083204746246338,0.7364497184753418,-0.2149334400892257
RIGHT_KNEE,24,0.6078026294708252,0.737046480178833,-0.2401492297649383
RIGHT_KNEE,25,0.6077831983566284,0.7374489903450012,-0.2436198145151138
RIGHT_KNEE,26,0.6078106760978699,0.7378243207931519,-0.2515718042850494
RIGHT_KNEE,27,0.6078389286994934,0.737819254398346,-0.263530284166336
RIGHT_KNEE,28,0.6078174114227295,0.7381095886230469,-0.2562175095081329
RIGHT_KNEE,29,0.6075823903083801,0.7403308153152466,-0.2776558697223663
RIGHT_KNEE,30,0.6073302030563354,0.7421659231185913,-0.2757597267627716
RIGHT_KNEE,31,0.6073916554450989,0.7410329580307007,-0.2851702272891998
RIGHT_KNEE,32,0.607300341129303,0.7412210702896118,-0.2798137366771698
RIGHT_KNEE,33,0.606987714767456,0.7422545552253723,-0.2759070992469787
RIGHT_KNEE,34,0.6067477464675903,0.7427601218223572,-0.2676185071468353
RIGHT_KNEE,35,0.6067108511924744,0.7426032423973083,-0.2414740622043609
RIGHT_KNEE,36,0.6067172884941101,0.7420060038566589,-0.2186885923147201
RIGHT_KNEE,37,0.607336163520813,0.73880934715271,-0.2123762518167495
RIGHT_KNEE,38,0.6081565618515015,0.7374588251113892,-0.1889631748199463
RIGHT_KNEE,39,0.608902633190155,0.737044632434845,-0.1507122367620468
RIGHT_KNEE,40,0.6095972657203674,0.7361392378807068,-0.1435358971357345
RIGHT_KNEE,41,0.6099252700805664,0.7356795072555542,-0.0869992673397064
RIGHT_KNEE,42,0.6101364493370056,0.735682487487793,-0.0726440399885177
RIGHT_KNEE,43,0.6108766794204712,0.7314526438713074,-0.0575291290879249
RIGHT_KNEE,44,0.6112977266311646,0.7285540103912354,-0.0437785238027572
RIGHT_KNEE,45,0.6115806102752686,0.7281052470207214,-0.0239576771855354
RIGHT_KNEE,46,0.6117693781852722,0.726793110370636,-0.0246378127485513
RIGHT_KNEE,47,0.6122807264328003,0.7248316407203674,-0.0228012334555387
RIGHT_KNEE,48,0.6128473877906799,0.723320722579956,-0.0179400872439146
RIGHT_KNEE,49,0.6132937669754028,0.7226273417472839,-0.0192230809479951
RIGHT_KNEE,50,0.6142352819442749,0.7205824851989746,-0.021187450736761
RIGHT_KNEE,51,0.6144973635673523,0.720065176486969,-0.0106948735192418
RIGHT_KNEE,52,0.6148346066474915,0.7186883091926575,-0.0151293100789189
RIGHT_KNEE,53,0.6149706244468689,0.7178735136985779,-0.0126684075221419
RIGHT_KNEE,54,0.6152103543281555,0.7171900272369385,-0.01405646558851
RIGHT_KNEE,55,0.6153963208198547,0.7174763679504395,-0.0133949918672442
RIGHT_KNEE,56,0.615515410900116,0.7174555659294128,-0.0090628853067755
RIGHT_KNEE,57,0.6157514452934265,0.7174633145332336,-0.0119323302060365
RIGHT_KNEE,58,0.6158795952796936,0.7174652218818665,-0.0154457120224833
RIGHT_KNEE,59,0.6160285472869873,0.7172080278396606,-0.0162615925073623
RIGHT_KNEE,60,0.6161332726478577,0.7168010473251343,-0.0164818372577428
RIGHT_KNEE,61,0.6162006258964539,0.7165783643722534,-0.0154742263257503
RIGHT_KNEE,62,0.6164068579673767,0.7165808081626892,-0.0162703040987253
RIGHT_KNEE,63,0.616514265537262,0.7166153788566589,-0.0173115171492099
RIGHT_KNEE,64,0.6165620684623718,0.7164301872253418,-0.016804315149784
RIGHT_KNEE,65,0.6164901852607727,0.7165164947509766,-0.0136807560920715
RIGHT_KNEE,66,0.6164060831069946,0.7165351510047913,-0.0079745817929506
RIGHT_KNEE,67,0.6163532733917236,0.7165543437004089,-0.0090538533404469
RIGHT_KNEE,68,0.6160121560096741,0.7166644334793091,-0.0072108251042664
RIGHT_KNEE,69,0.6156236529350281,0.7169119715690613,-0.0066872546449303
RIGHT_KNEE,70,0.6150237321853638,0.7174612283706665,-0.0075220447033643
RIGHT_KNEE,71,0.6143245100975037,0.7182297706604004,-0.0389501526951789
RIGHT_KNEE,72,0.6133774518966675,0.7185866236686707,-0.0485826581716537
RIGHT_KNEE,73,0.612621009349823,0.7209980487823486,-0.0682906359434127
RIGHT_KNEE,74,0.6108009815216064,0.7260546684265137,-0.0766220986843109
RIGHT_KNEE,75,0.6098605394363403,0.7279244065284729,-0.1249091550707817
RIGHT_KNEE,76,0.6095138788223267,0.7278448343276978,-0.1641523540019989
RIGHT_KNEE,77,0.6092848181724548,0.7291846871376038,-0.1859197914600372
RIGHT_KNEE,78,0.6091399788856506,0.7299461364746094,-0.2044118493795395
RIGHT_KNEE,79,0.6084325313568115,0.7314469218254089,-0.2149616330862045
