landmark,frame_number,x,y,z
LEFT_KNEE,0,0.6950059533119202,0.712743878364563,0.0317353308200836
LEFT_KNEE,1,0.6951754093170166,0.7127451300621033,-0.0045935190282762
LEFT_KNEE,2,0.6952623128890991,0.7126394510269165,-0.0059434594586491
LEFT_KNEE,3,0.6952746510505676,0.7125793695449829,-0.0065784337930381
LEFT_KNEE,4,0.6953362822532654,0.7109565138816833,-0.0141225345432758
LEFT_KNEE,5,0.6954081654548645,0.7109719514846802,-0.0189656317234039
LEFT_KNEE,6,0.6955217719078064,0.7110450863838196,-0.0214309692382812
LEFT_KNEE,7,0.6960048675537109,0.7110584378242493,-0.0146810645237565
LEFT_KNEE,8,0.6971949934959412,0.7114720344543457,-0.0263710003346204
LEFT_KNEE,9,0.6984517574310303,0.712825357913971,-0.0257196463644504
LEFT_KNEE,10,0.6999348998069763,0.71377032995224,-0.0325802639126777
LEFT_KNEE,11,0.7014018297195435,0.7143137454986572,-0.0350463800132274
LEFT_KNEE,12,0.703548789024353,0.714983344078064,-0.0489625111222267
LEFT_KNEE,13,0.7058911919593811,0.7177532911300659,-0.0458783842623233
LEFT_KNEE,14,0.7080174088478088,0.718837320804596,-0.0823809206485748
LEFT_KNEE,15,0.7105872631072998,0.7189598083496094,-0.1125670820474624
LEFT_KNEE,16,0.7124901413917542,0.7200012803077698,-0.129812479019165
LEFT_KNEE,17,0.713577389717102,0.7204246520996094,-0.169707253575325
LEFT_KNEE,18,0.7152284383773804,0.7208845615386963,-0.1862054616212844
LEFT_KNEE,19,0.7160128951072693,0.7216978073120117,-0.1877728998661041
LEFT_KNEE,20,0.7167980670928955,0.7236165404319763,-0.176525667309761
LEFT_KNEE,21,0.716803789138794,0.7239484786987305,-0.1992207020521164
LEFT_KNEE,22,0.7168181538581848,0.7244908809661865,-0.2022087723016739
LEFT_KNEE,23,0.7170133590698242,0.7254441380500793,-0.2075434327125549
LEFT_KNEE,24,0.7169821858406067,0.7260606288909912,-0.2292443364858627
LEFT_KNEE,25,0.717019259929657,0.7272021770477295,-0.237989917397499
LEFT_KNEE,26,0.7169989347457886,0.7283227443695068,-0.2462479472160339
LEFT_KNEE,27,0.7171288728713989,0.729489803314209,-0.2569151520729065
LEFT_KNEE,28,0.7172189950942993,0.7297837734222412,-0.2540104687213897
LEFT_KNEE,29,0.7174502015113831,0.730301558971405,-0.2720197737216949
LEFT_KNEE,30,0.7173882722854614,0.7301695346832275,-0.273589015007019
LEFT_KNEE,31,0.717376708984375,0.7300347685813904,-0.2728824913501739
LEFT_KNEE,32,0.7173773050308228,0.7304925322532654,-0.2746612727642059
LEFT_KNEE,33,0.7173646688461304,0.7301411032676697,-0.2644192576408386
LEFT_KNEE,34,0.717248260974884,0.7301181554794312,-0.2623800933361053
LEFT_KNEE,35,0.7167514562606812,0.7301004528999329,-0.2399372160434723
LEFT_KNEE,36,0.7157764434814453,0.7294001579284668,-0.2196894437074661
LEFT_KNEE,37,0.7147417068481445,0.7281100749969482,-0.2134120464324951
LEFT_KNEE,38,0.7141351103782654,0.7277777194976807,-0.2012961655855178
LEFT_KNEE,39,0.7134376168251038,0.7274388074874878,-0.1620851308107376
LEFT_KNEE,40,0.7131537199020386,0.7265098690986633,-0.1717871576547622
LEFT_KNEE,41,0.7124358415603638,0.7265583276748657,-0.1341736167669296
LEFT_KNEE,42,0.711678147315979,0.726410984992981,-0.1171834990382194
LEFT_KNEE,43,0.710823655128479,0.7244267463684082,-0.0896252915263176
LEFT_KNEE,44,0.7100411653518677,0.723417341709137,-0.069823183119297
LEFT_KNEE,45,0.7095581293106079,0.7229083776473999,-0.0249294023960828
LEFT_KNEE,46,0.7068260312080383,0.720635175704956,-0.0199214406311512
LEFT_KNEE,47,0.7047588229179382,0.71869295835495,-0.0298682358115911
LEFT_KNEE,48,0.7029053568840027,0.7180699706077576,-0.019193522632122
LEFT_KNEE,49,0.7017467617988586,0.7175180912017822,-0.029194975271821
LEFT_KNEE,50,0.7006824016571045,0.7158369421958923,-0.0192020628601312
LEFT_KNEE,51,0.6994760036468506,0.7148014307022095,-0.0069742766208946
LEFT_KNEE,52,0.6989033222198486,0.7148140668869019,-0.002214356791228
LEFT_KNEE,53,0.6982492804527283,0.7144380807876587,0.0114746578037738
LEFT_KNEE,54,0.6969038248062134,0.7125440239906311,0.0122136464342474
LEFT_KNEE,55,0.6959517002105713,0.712221622467041,0.012009990401566
LEFT_KNEE,56,0.6956021785736084,0.71222984790802,0.0146097661927342
LEFT_KNEE,57,0.6953040957450867,0.7120561003684998,0.0179663095623254
LEFT_KNEE,58,0.6951270699501038,0.7121579647064209,0.0147661007940769
LEFT_KNEE,59,0.6948757171630859,0.7122143507003784,0.012392315082252
LEFT_KNEE,60,0.6948433518409729,0.7120788097381592,0.0118432091549038
LEFT_KNEE,61,0.694864809513092,0.7118680477142334,0.0093595404177904
LEFT_KNEE,62,0.6949427723884583,0.7121503353118896,0.0077466764487326
LEFT_KNEE,63,0.6957530975341797,0.7131442427635193,0.0272198431193828
LEFT_KNEE,64,0.6967955231666565,0.7131643891334534,0.0254851598292589
LEFT_KNEE,65,0.6978006362915039,0.7130966186523438,0.0066243153996765
LEFT_KNEE,66,0.6992824673652649,0.7131888270378113,0.0046300669200718
LEFT_KNEE,67,0.700731098651886,0.7132773995399475,0.0035318301524966
LEFT_KNEE,68,0.7024898529052734,0.7144451141357422,-0.0078913979232311
LEFT_KNEE,69,0.7035579085350037,0.7144846320152283,-0.0218818597495555
