landmark,frame_number,x,y,z
LEFT_HIP,0,0.6808376908302307,0.5367884039878845,0.0076330290175974
LEFT_HIP,1,0.6806420683860779,0.5349271297454834,0.0033141314052045
LEFT_HIP,2,0.6806420087814331,0.5330364108085632,0.0006507547223009
LEFT_HIP,3,0.6802459955215454,0.5317572355270386,0.000985812745057
LEFT_HIP,4,0.6797882318496704,0.5291402339935303,0.0006509298691526
LEFT_HIP,5,0.6795694828033447,0.5293598771095276,0.0006694715702906
LEFT_HIP,6,0.6793924570083618,0.5295354127883911,0.0007825036300346
LEFT_HIP,7,0.6794617772102356,0.5296745300292969,0.0006233490421436
LEFT_HIP,8,0.6796485781669617,0.5303550362586975,7.715581159573048e-05
LEFT_HIP,9,0.6803857088088989,0.5316022634506226,-0.0015578888123854
LEFT_HIP,10,0.6813335418701172,0.534389078617096,-0.0014487728476524
LEFT_HIP,11,0.6820865273475647,0.5388962030410767,-0.0013474882580339
LEFT_HIP,12,0.6821801066398621,0.5457366704940796,-0.0012157205492258
LEFT_HIP,13,0.6821635365486145,0.5539400577545166,0.0016365039627999
LEFT_HIP,14,0.6821474432945251,0.5605102181434631,0.0040081599727272
LEFT_HIP,15,0.6820537447929382,0.5646430253982544,0.0051399222575128
LEFT_HIP,16,0.6821472644805908,0.5723955035209656,0.0055704740807414
LEFT_HIP,17,0.682141900062561,0.5787282586097717,0.0054285079240798
LEFT_HIP,18,0.6820299625396729,0.5848698019981384,0.0062678065150976
LEFT_HIP,19,0.6820208430290222,0.5917297005653381,0.0073445267044007
LEFT_HIP,20,0.6817530393600464,0.5963574051856995,0.0076651996932923
LEFT_HIP,21,0.6816324591636658,0.6014267802238464,0.0075755338184535
LEFT_HIP,22,0.6817000508308411,0.6042746901512146,0.0072695738635957
LEFT_HIP,23,0.6816985011100769,0.6090555191040039,0.0072142533026635
LEFT_HIP,24,0.6815401911735535,0.6153353452682495,0.0062432237900793
LEFT_HIP,25,0.681432843208313,0.6194421052932739,0.0053090746514499
LEFT_HIP,26,0.6814318895339966,0.6237269639968872,0.0044934540055692
LEFT_HIP,27,0.6814193725585938,0.628631055355072,0.0034082082565873
LEFT_HIP,28,0.6812249422073364,0.6325059533119202,0.0022659667301923
LEFT_HIP,29,0.6810590028762817,0.6346825361251831,0.0019587527494877
LEFT_HIP,30,0.680747389793396,0.6359987854957581,0.0015090104425325
