landmark,frame_number,x,y,z
RIGHT_HIP,0,0.6256608366966248,0.5289365649223328,-0.00774817308411
RIGHT_HIP,1,0.6256441473960876,0.5283496379852295,-0.0034501666668802
RIGHT_HIP,2,0.6256530284881592,0.5272939205169678,-0.0007927104015834
RIGHT_HIP,3,0.625665545463562,0.5270026326179504,-0.0011283579515293
RIGHT_HIP,4,0.6258196234703064,0.5259871482849121,-0.0008011166355572
RIGHT_HIP,5,0.625979483127594,0.526058554649353,-0.0008219139417633
RIGHT_HIP,6,0.6260505318641663,0.5261400938034058,-0.0009294347837567
RIGHT_HIP,7,0.6264674067497253,0.5268334150314331,-0.0007686497992835
RIGHT_HIP,8,0.6273795962333679,0.5285359025001526,-0.0001963448885362
RIGHT_HIP,9,0.6281001567840576,0.5312833786010742,0.0014778743498027
RIGHT_HIP,10,0.6285585761070251,0.5349313616752625,0.0013837306760251
RIGHT_HIP,11,0.6294898390769958,0.5399462580680847,0.0012942529283463
RIGHT_HIP,12,0.6294905543327332,0.5436215996742249,0.0011736727319657
RIGHT_HIP,13,0.6293134093284607,0.550771176815033,-0.0016416859580203
RIGHT_HIP,14,0.6292851567268372,0.556938648223877,-0.0040158801712095
RIGHT_HIP,15,0.6290298700332642,0.5616190433502197,-0.0051410067826509
RIGHT_HIP,16,0.6290277242660522,0.569549024105072,-0.0055738957598805
RIGHT_HIP,17,0.6291970610618591,0.5771568417549133,-0.0054360190406441
RIGHT_HIP,18,0.62935471534729,0.5832288265228271,-0.0062964945100247
RIGHT_HIP,19,0.6296859383583069,0.5904225707054138,-0.0073679536581039
RIGHT_HIP,20,0.6297615170478821,0.594639241695404,-0.007678095716983
RIGHT_HIP,21,0.6299480199813843,0.5997640490531921,-0.0075963479466736
RIGHT_HIP,22,0.6306312084197998,0.6027195453643799,-0.0072995210066437
RIGHT_HIP,23,0.6311303377151489,0.6070191860198975,-0.0072388565167784
RIGHT_HIP,24,0.6313316822052002,0.6124716401100159,-0.0062810247763991
RIGHT_HIP,25,0.6313087940216064,0.6152211427688599,-0.0053661330603063
RIGHT_HIP,26,0.6314401626586914,0.6196417808532715,-0.0045668352395296
RIGHT_HIP,27,0.6314728856086731,0.6243728399276733,-0.0034974191803485
RIGHT_HIP,28,0.6314581036567688,0.6284322142601013,-0.0023473363835364
RIGHT_HIP,29,0.6314161419868469,0.6316653490066528,-0.0020414285827428
RIGHT_HIP,30,0.6311360001564026,0.6330375075340271,-0.001589540974237
